Benchmark data: Num items = 100, Cap = 1000, Profit = 2671
NumStarts = 100, NumAttempts = 100000
Pass 0 started
Initial state profit = 845
 545523	 2620
 549193	 2621
 552411	 2623
 557287	 2630
 685836	 2639
 896932	 2641
 946247	 2643
1053585	 2644
1296286	 2653
1300536	 2655
After 1700536 iterations the best profit is = 2655
Pass 11 finished in 10 seconds
The correlation with benchmark = 16
===================================
Pass 12 started
Initial state profit = 899
      3	 1274
     25	 1292
    676	 1310
    716	 1405
   1511	 1413
   1705	 1567
   1727	 1572
   1916	 1606
   1949	 1622
   2101	 1753
   2158	 1804
   3228	 1841
   3727	 1940
   3775	 1990
   3780	 2020
   3800	 2086
   9042	 2090
   9079	 2121
   9145	 2158
  12440	 2189
  14523	 2238
  15041	 2257
  16751	 2298
  16812	 2348
  16975	 2350
  52076	 2351
  54464	 2379
  55529	 2416
  59638	 2443
  63042	 2466
  82604	 2479
 106407	 2498
 106568	 2532
 116307	 2534
 144018	 2553
 144058	 2558
 144285	 2568
 145979	 2569
 160071	 2571
 169535	 2590
 183283	 2592
 342054	 2597
 426684	 2600
 459809	 2606
 460428	 2619
 579892	 2625
 670292	 2631
 774637	 2632
 795283	 2644
After 1195283 iterations the best profit is = 2644
Pass 12 finished in 7 seconds
The correlation with benchmark = 27
===================================
Pass 13 started
Initial state profit = 730
      3	  834
     11	  879
    110	  971
    269	 1108
    413	 1170
    534	 1306
    551	 1358
    823	 1366
    996	 1412
   1005	 1503
   1016	 1535
   1352	 1556
   1366	 1626
   1430	 1631
   1439	 1680
   1574	 1691
   2345	 1705
   2716	 1709
   2900	 1717
   2951	 1751
   3030	 1786
   3604	 1815
   3765	 1846
   4184	 1889
   5282	 1908
   6369	 1927
   7008	 1978
   7270	 1983
   7380	 1987
   7822	 1991
  10155	 1999
  10601	 2029
  13460	 2038
  14931	 2040
  17804	 2079
  18540	 2084
  18559	 2147
  20722	 2150
  21107	 2235
  21512	 2251
  22852	 2254
  24166	 2257
  31011	 2323
  32262	 2334
  33018	 2337
  33363	 2362
  34615	 2371
  36143	 2381
  49481	 2424
  51679	 2425
  61291	 2440
  77572	 2477
  78057	 2480
  78832	 2540
  92193	 2580
 175882	 2587
 277278	 2590
 277690	 2591
 307401	 2595
 321317	 2596
 422029	 2605
 594773	 2607
 736672	 2632
1000671	 2633
1040684	 2653
1041034	 2663
After 1441034 iterations the best profit is = 2663
Pass 13 finished in 8 seconds
The correlation with benchmark = 8
===================================
Pass 14 started
Initial state profit = 982
     67	  999
     87	 1042
    210	 1098
    214	 1128
    306	 1248
    346	 1275
    347	 1284
    352	 1327
    435	 1414
    470	 1539
    593	 1570
    669	 1593
    757	 1600
    775	 1645
    845	 1655
    877	 1750
    921	 1769
    943	 1805
   1668	 1806
   2334	 1905
   2601	 1994
   3103	 2034
   5033	 2043
   5730	 2079
   6028	 2133
   6248	 2139
   9477	 2158
  10433	 2203
  11102	 2229
  12299	 2261
  16607	 2326
  16637	 2344
  16944	 2358
  17636	 2361
  26304	 2363
  29211	 2369
  30041	 2406
  31587	 2407
  39741	 2418
  39799	 2420
  41248	 2423
  43778	 2432
  46547	 2435
  48764	 2454
  49020	 2455
  51721	 2457
  54926	 2499
  55255	 2509
  75793	 2525
  76289	 2527
  80489	 2556
  90386	 2591
 144606	 2598
 191845	 2600
 225800	 2609
 309373	 2613
 315461	 2616
 422015	 2622
 427356	 2625
 628388	 2634
 633664	 2654
 739963	 2661
 978587	 2663
After 1278587 iterations the best profit is = 2663
Pass 14 finished in 7 seconds
The correlation with benchmark = 8
===================================
Pass 15 started
Initial state profit = 849
      7	  890
     25	  989
    591	 1116
    687	 1181
   1112	 1221
   1232	 1233
   1437	 1330
   1470	 1367
   1486	 1420
   1511	 1455
   1715	 1563
   2114	 1576
   2198	 1694
   2313	 1875
   2356	 1972
   3139	 1984
   4167	 2003
   5036	 2021
   5367	 2070
  12274	 2139
  13100	 2148
  13807	 2185
  22540	 2203
  22741	 2208
  23470	 2210
  24087	 2260
  25028	 2282
  25909	 2297
  25989	 2322
  26383	 2408
  28117	 2411
  30552	 2430
  38884	 2450
  39333	 2455
  45968	 2456
  49775	 2485
  50941	 2500
  54356	 2523
  54557	 2533
  55889	 2552
  64933	 2556
 131727	 2559
 133795	 2560
 141691	 2583
 230249	 2585
 279456	 2587
 289674	 2589
 310897	 2591
 380749	 2615
 386061	 2617
 390289	 2634
 433092	 2636
 461302	 2638
 564938	 2663
After 964938 iterations the best profit is = 2663
Pass 15 finished in 6 seconds
The correlation with benchmark = 8
===================================
Pass 16 started
Initial state profit = 866
     19	 1168
    191	 1266
    226	 1494
    277	 1572
    295	 1592
    350	 1650
    783	 1697
   1004	 1722
   1272	 1785
   2404	 1841
   2789	 1857
   3126	 1891
   3667	 1940
   4426	 2038
   5020	 2045
   5089	 2075
   5446	 2087
   5592	 2131
   5700	 2153
   5952	 2214
   8310	 2228
   8431	 2242
  10057	 2263
  13776	 2265
  14793	 2288
  15518	 2345
  16501	 2366
  29716	 2372
  31396	 2382
  32684	 2383
  33014	 2399
  38119	 2408
  40689	 2455
  43159	 2456
  44220	 2475
  69266	 2539
  76407	 2558
 136905	 2560
 139562	 2563
 165841	 2568
 170172	 2590
 270232	 2609
 270803	 2626
 395740	 2628
 632607	 2636
 635376	 2655
After 1035376 iterations the best profit is = 2655
Pass 16 finished in 5 seconds
The correlation with benchmark = 16
===================================
Pass 17 started
Initial state profit = 991
     22	 1019
    314	 1056
    338	 1063
    357	 1193
    434	 1249
    438	 1292
    524	 1425
    674	 1446
    675	 1545
   1245	 1600
   1405	 1604
   2724	 1605
   2916	 1675
   2949	 1680
   3188	 1730
   3791	 1943
   3805	 1982
   5772	 2063
   5983	 2122
   7236	 2142
   7408	 2144
  10414	 2154
  10989	 2232
  11179	 2244
  11799	 2246
  11909	 2306
  13523	 2307
  14231	 2325
  16701	 2328
  20959	 2330
  21114	 2390
  22368	 2403
  24081	 2410
  24665	 2415
  36963	 2426
  37525	 2436
  39060	 2477
  40912	 2502
  42706	 2507
  45078	 2529
  57061	 2532
  61451	 2533
  63253	 2559
  68020	 2600
 106110	 2609
 221886	 2619
 390923	 2620
 600539	 2632
 600601	 2635
 646299	 2636
 671123	 2656
 851406	 2663
After 1251406 iterations the best profit is = 2663
Pass 17 finished in 7 seconds
The correlation with benchmark = 8
===================================
Pass 18 started
Initial state profit = 769
     28	  801
     97	  804
    122	  930
    146	  973
    153	 1106
    202	 1201
    456	 1208
   1153	 1365
   1312	 1417
   1909	 1549
   1954	 1566
   2535	 1570
   3570	 1572
   3703	 1616
   3749	 1674
   3759	 1734
   5418	 1785
   5497	 1897
   5726	 1899
   6258	 1963
   8299	 1982
   8326	 2005
   8462	 2008
   9396	 2009
   9458	 2010
   9546	 2030
  10766	 2159
  10995	 2230
  11496	 2233
  11834	 2265
  12445	 2272
  13152	 2303
  14510	 2308
  14663	 2318
  21104	 2328
  21416	 2329
  22396	 2377
  22983	 2466
  26050	 2474
  27764	 2484
  45980	 2535
  51012	 2582
 140547	 2589
 228118	 2591
 329432	 2594
 356685	 2605
 473305	 2607
 681561	 2614
 831003	 2626
 831661	 2627
 832374	 2629
After 1232374 iterations the best profit is = 2629
Pass 18 finished in 6 seconds
The correlation with benchmark = 42
===================================
Pass 19 started
Initial state profit = 844
     15	  942
    126	  970
    128	 1101
    654	 1181
    708	 1237
    746	 1390
    750	 1437
    777	 1451
    858	 1522
    930	 1556
   1273	 1657
   2210	 1693
   2304	 1710
   2361	 1731
   2727	 1778
   4987	 1818
   5152	 1825
   5239	 1891
   5609	 1939
   5792	 1942
   5859	 1973
   6240	 1984
   7552	 2031
   7624	 2057
   9918	 2066
  10127	 2081
  10518	 2085
  16637	 2101
  17737	 2126
  17816	 2135
  17911	 2226
  24985	 2235
  25052	 2285
  25121	 2297
  30963	 2304
  35530	 2322
  36164	 2332
  40714	 2366
  43041	 2381
  43372	 2431
  47570	 2441
  52815	 2490
  53184	 2492
  60986	 2495
  73941	 2508
  74184	 2510
  77544	 2549
  93223	 2574
 130392	 2581
 232070	 2593
 241429	 2598
 242524	 2607
 246433	 2610
 422562	 2619
 501400	 2636
 654855	 2638
 882476	 2653
 883927	 2655
After 1283927 iterations the best profit is = 2655
Pass 19 finished in 7 seconds
The correlation with benchmark = 16
===================================
Pass 20 started
Initial state profit = 1107
     10	 1121
    151	 1122
    213	 1330
    510	 1376
    734	 1395
    861	 1533
    965	 1639
    995	 1727
   1296	 1788
   1370	 1806
   1889	 1863
   1999	 1866
   2180	 1934
   2261	 1982
   2908	 1987
   3092	 2037
   3095	 2078
   3104	 2096
   3143	 2141
   3203	 2167
   5356	 2194
   7498	 2276
  10677	 2300
  16169	 2302
  19600	 2344
  20614	 2363
  21670	 2380
  22470	 2406
  32698	 2419
  42656	 2427
  50792	 2457
  70282	 2462
  70324	 2494
  76522	 2546
  94027	 2548
  99496	 2549
 116482	 2552
 126039	 2559
 139555	 2569
 141918	 2579
 168868	 2589
 246118	 2617
 373888	 2619
 487729	 2621
 669744	 2622
After 1069744 iterations the best profit is = 2622
Pass 20 finished in 6 seconds
The correlation with benchmark = 49
===================================
Pass 21 started
Initial state profit = 1055
      5	 1070
    643	 1106
    748	 1264
   1203	 1275
   1445	 1322
   1710	 1361
   1846	 1375
   2072	 1380
   2367	 1435
   2381	 1439
   2427	 1538
   2584	 1585
   2733	 1598
   3105	 1647
   3454	 1734
   3484	 1818
   3547	 1828
   3739	 1898
   4476	 1989
   4485	 2016
   4557	 2026
   5160	 2047
   5250	 2086
   8891	 2123
  10876	 2193
  12010	 2199
  14995	 2204
  15329	 2230
  16420	 2256
  16901	 2306
  17171	 2350
  17428	 2351
  17614	 2352
  20035	 2431
  21014	 2451
  32252	 2488
  38847	 2511
  41541	 2516
 125000	 2519
 147280	 2562
 189594	 2565
 216024	 2569
 300207	 2576
 314512	 2579
 405373	 2588
 508845	 2607
 529063	 2617
 572660	 2630
 600783	 2632
 726571	 2635
 835443	 2655
After 1235443 iterations the best profit is = 2655
Pass 21 finished in 8 seconds
The correlation with benchmark = 16
===================================
Pass 22 started
Initial state profit = 1395
    567	 1429
    635	 1476
    642	 1526
    656	 1527
    809	 1597
   1063	 1627
   1316	 1639
   1324	 1657
   1468	 1729
   1562	 1743
   1938	 1864
   2352	 1950
   2359	 2004
   2725	 2006
   3271	 2101
   3289	 2107
   4817	 2109
   6282	 2128
   6482	 2235
   6692	 2283
   6799	 2284
   9119	 2285
  11073	 2295
  19178	 2302
  20747	 2305
  20752	 2336
  21674	 2347
  23081	 2349
  24055	 2355
  26007	 2367
  37482	 2422
  37972	 2423
  40618	 2435
  41422	 2467
  43366	 2478
  44167	 2479
  49191	 2520
  66864	 2521
  72718	 2523
  80069	 2530
  84674	 2551
  87056	 2592
  87428	 2619
  91398	 2622
 306841	 2626
After 606841 iterations the best profit is = 2626
Pass 22 finished in 2 seconds
The correlation with benchmark = 45
===================================
Pass 23 started
Initial state profit = 724
     10	  949
     36	 1008
    511	 1084
    558	 1208
    563	 1230
    863	 1405
   1083	 1516
   1118	 1614
   1121	 1726
   1159	 1748
   2194	 1802
   3067	 1859
   4612	 1865
   4635	 1866
   4733	 1870
   4752	 1933
   5255	 1992
   5551	 2090
   6432	 2109
   6646	 2133
   6727	 2160
   7285	 2167
   7476	 2241
   7498	 2245
   8238	 2255
   8755	 2305
  10256	 2328
  10636	 2374
  19680	 2391
  19932	 2482
  20190	 2499
  23245	 2501
  42812	 2520
  45030	 2528
  45696	 2574
  53039	 2584
  67440	 2585
 103505	 2589
 203600	 2591
 235859	 2607
 244605	 2632
After 644605 iterations the best profit is = 2632
Pass 23 finished in 3 seconds
The correlation with benchmark = 39
===================================
Pass 24 started
Initial state profit = 820
     14	  997
     87	 1290
    195	 1382
    208	 1464
    215	 1511
    260	 1588
    267	 1696
    270	 1714
    310	 1805
    415	 1832
    855	 1975
    999	 1990
   1018	 2038
   1346	 2108
   1648	 2166
   1892	 2250
   2079	 2266
   2164	 2389
   2556	 2392
   2802	 2427
   4777	 2456
   5488	 2465
  17623	 2476
  25319	 2495
  28598	 2527
  35672	 2529
  37659	 2542
  45757	 2557
  94871	 2569
  94897	 2570
 109800	 2574
 109930	 2575
 111268	 2580
 118068	 2597
 163575	 2622
 271896	 2633
 335239	 2634
 465152	 2635
 571611	 2650
 571979	 2652
 584909	 2655
After 984909 iterations the best profit is = 2655
Pass 24 finished in 6 seconds
The correlation with benchmark = 16
===================================
Pass 25 started
Initial state profit = 875
     38	  980
     48	 1165
    135	 1247
    325	 1256
    447	 1278
    486	 1321
    695	 1412
    724	 1421
    762	 1458
    864	 1534
    882	 1545
    916	 1626
    985	 1672
   1064	 1827
   2849	 1924
   3002	 1953
   3229	 1956
   3943	 2022
   3959	 2036
   4437	 2065
   4741	 2071
   4785	 2091
   4947	 2117
   5162	 2153
   5903	 2165
   7065	 2176
   7224	 2178
   9631	 2220
  11140	 2246
  11640	 2258
  12251	 2308
  12555	 2380
  14262	 2384
  18848	 2421
  27186	 2439
  27501	 2469
  37983	 2478
  43351	 2497
  53260	 2537
  72120	 2558
